city_id,city_name,jetz_scientific_name,present_in_city
1291,Sorocaba,Patagioenas_speciosa,false
1291,Sorocaba,Zenaida_auriculata,true
1291,Sorocaba,Geotrygon_violacea,false
2059,Barcelona,Columba_livia,true
2059,Barcelona,Streptopelia_decaocto,true
2059,Barcelona,Columba_oenas,false
2059,Barcelona,Columba_palumbus,true
7435,Haldwani,Columba_livia,true
7435,Haldwani,Streptopelia_decaocto,false
7435,Haldwani,Streptopelia_tranquebarica,false
7435,Haldwani,Treron_phoenicopterus,false
7435,Haldwani,Columba_hodgsonii,false
7435,Haldwani,Treron_sphenurus,false
7435,Haldwani,Stigmatopelia_chinensis,false
7435,Haldwani,Stigmatopelia_senegalensis,false
9995,Barisal,Columba_livia,true
9995,Barisal,Streptopelia_decaocto,false
9995,Barisal,Streptopelia_tranquebarica,false
9995,Barisal,Treron_phoenicopterus,false
9995,Barisal,Stigmatopelia_chinensis,false
9995,Barisal,Stigmatopelia_senegalensis,false
780,Raleigh,Zenaida_macroura,true
1806,Birmingham,Columba_livia,true
1806,Birmingham,Streptopelia_decaocto,true
1806,Birmingham,Columba_oenas,true
1806,Birmingham,Columba_palumbus,true
3343,Skopje,Columba_livia,true
3343,Skopje,Streptopelia_decaocto,true
3343,Skopje,Columba_oenas,false
3343,Skopje,Columba_palumbus,true
8719,Puducherry,Columba_livia,true
8719,Puducherry,Streptopelia_decaocto,false
8719,Puducherry,Treron_phoenicopterus,false
8719,Puducherry,Stigmatopelia_chinensis,false
8719,Puducherry,Stigmatopelia_senegalensis,false
1040,Cordoba,Columbina_talpacoti,false
1040,Cordoba,Columbina_picui,true
1040,Cordoba,Leptotila_verreauxi,true
1040,Cordoba,Patagioenas_maculosa,true
1040,Cordoba,Patagioenas_picazuro,true
1040,Cordoba,Zenaida_auriculata,true
1296,Campinas,Claravis_pretiosa,false
1296,Campinas,Columbina_talpacoti,true
1296,Campinas,Geotrygon_montana,false
1296,Campinas,Claravis_godefrida,false
1296,Campinas,Columbina_minuta,false
1296,Campinas,Columbina_squammata,false
1296,Campinas,Leptotila_rufaxilla,false
1296,Campinas,Leptotila_verreauxi,false
1296,Campinas,Patagioenas_cayennensis,false
1296,Campinas,Patagioenas_picazuro,true
1296,Campinas,Patagioenas_plumbea,false
1296,Campinas,Patagioenas_speciosa,false
1296,Campinas,Zenaida_auriculata,true
1296,Campinas,Geotrygon_violacea,false
2320,Cologne,Columba_livia,true
2320,Cologne,Streptopelia_decaocto,true
2320,Cologne,Columba_palumbus,true
11536,Phnom Penh,Streptopelia_tranquebarica,true
11536,Phnom Penh,Treron_phoenicopterus,false
11536,Phnom Penh,Treron_vernans,false
11536,Phnom Penh,Ducula_aenea,false
11536,Phnom Penh,Ducula_badia,false
11536,Phnom Penh,Stigmatopelia_chinensis,false
11536,Phnom Penh,Treron_bicinctus,false
11536,Phnom Penh,Treron_curvirostra,false
273,Denver,Zenaida_macroura,true
274,Austin,Columbina_passerina,false
274,Austin,Columbina_inca,false
274,Austin,Zenaida_macroura,true
530,Lima,Columbina_cruziana,true
530,Lima,Columbina_minuta,false
530,Lima,Leptotila_verreauxi,false
530,Lima,Metriopelia_ceciliae,false
530,Lima,Patagioenas_fasciata,false
530,Lima,Patagioenas_maculosa,false
530,Lima,Zenaida_auriculata,true
530,Lima,Zenaida_meloda,true
4370,Jerusalem,Columba_livia,true
4370,Jerusalem,Streptopelia_decaocto,true
4370,Jerusalem,Stigmatopelia_senegalensis,false
19,Concord,Patagioenas_fasciata,false
19,Concord,Zenaida_macroura,true
13075,Toril,Chalcophaps_indica,true
13075,Toril,Columba_vitiensis,false
13075,Toril,Macropygia_tenuirostris,true
13075,Toril,Ptilinopus_melanospilus,false
13075,Toril,Treron_vernans,true
13075,Toril,Ducula_bicolor,true
13075,Toril,Ducula_carola,true
13075,Toril,Ducula_aenea,false
13075,Toril,Ducula_poliocephala,false
13075,Toril,Gallicolumba_crinigera,false
13075,Toril,Geopelia_striata,true
13075,Toril,Ptilinopus_leclancheri,false
13075,Toril,Ptilinopus_occipitalis,false
13075,Toril,Stigmatopelia_chinensis,false
13075,Toril,Treron_pompadora,false
13075,Toril,Caloenas_nicobarica,false
13075,Toril,Phapitreron_amethystinus,false
13075,Toril,Phapitreron_leucotis,false
13075,Toril,Phapitreron_brunneiceps,false
13075,Toril,Streptopelia_bitorquata,false
20,Ensenada,Columbina_passerina,false
20,Ensenada,Zenaida_asiatica,false
20,Ensenada,Zenaida_macroura,false
532,Nashville,Zenaida_macroura,true
788,Barquisimeto,Columbina_passerina,false
788,Barquisimeto,Claravis_pretiosa,false
788,Barquisimeto,Columbina_talpacoti,false
788,Barquisimeto,Geotrygon_montana,false
788,Barquisimeto,Patagioenas_speciosa,false
788,Barquisimeto,Columbina_minuta,false
788,Barquisimeto,Columbina_squammata,true
788,Barquisimeto,Leptotila_verreauxi,true
788,Barquisimeto,Patagioenas_cayennensis,false
788,Barquisimeto,Patagioenas_corensis,false
788,Barquisimeto,Zenaida_auriculata,true
788,Barquisimeto,Geotrygon_linearis,false
1812,Bournemouth,Columba_livia,true
1812,Bournemouth,Streptopelia_decaocto,true
1812,Bournemouth,Columba_oenas,false
1812,Bournemouth,Columba_palumbus,true
2324,Lausanne,Columba_livia,true
2324,Lausanne,Streptopelia_decaocto,true
2324,Lausanne,Columba_oenas,false
13076,Melbourne,Columba_livia,true
13076,Melbourne,Phaps_chalcoptera,true
13076,Melbourne,Phaps_elegans,false
13076,Melbourne,Geopelia_placida,false
13076,Melbourne,Leucosarcia_melanoleuca,false
13076,Melbourne,Ocyphaps_lophotes,true
13076,Melbourne,Stigmatopelia_chinensis,false
13076,Melbourne,Streptopelia_roseogrisea,false
21,Tijuana,Columbina_passerina,false
21,Tijuana,Patagioenas_fasciata,false
21,Tijuana,Zenaida_macroura,true
1557,Lisbon,Streptopelia_decaocto,true
1557,Lisbon,Columba_palumbus,true
3350,Vilnius,Columba_livia,true
3350,Vilnius,Streptopelia_decaocto,false
3606,Tver,Columba_livia,true
3606,Tver,Streptopelia_decaocto,false
10774,Bangkok,Treron_pompadora,false
10774,Bangkok,Streptopelia_tranquebarica,true
10774,Bangkok,Treron_vernans,true
10774,Bangkok,Ducula_aenea,false
10774,Bangkok,Geopelia_striata,true
10774,Bangkok,Stigmatopelia_chinensis,false
6935,Jaipur,Columba_livia,true
6935,Jaipur,Streptopelia_decaocto,true
6935,Jaipur,Streptopelia_tranquebarica,false
6935,Jaipur,Treron_phoenicopterus,true
6935,Jaipur,Stigmatopelia_chinensis,false
6935,Jaipur,Stigmatopelia_senegalensis,false
8472,Pokhara,Columba_livia,true
8472,Pokhara,Chalcophaps_indica,false
8472,Pokhara,Treron_phoenicopterus,false
8472,Pokhara,Columba_hodgsonii,false
8472,Pokhara,Columba_leuconota,false
8472,Pokhara,Columba_pulchricollis,false
8472,Pokhara,Columba_rupestris,false
8472,Pokhara,Treron_apicauda,false
8472,Pokhara,Macropygia_unchall,false
8472,Pokhara,Treron_sphenurus,false
8472,Pokhara,Stigmatopelia_chinensis,false
9752,Kolkata,Columba_punicea,false
9752,Kolkata,Treron_pompadora,false
9752,Kolkata,Columba_livia,true
9752,Kolkata,Streptopelia_decaocto,true
9752,Kolkata,Streptopelia_tranquebarica,false
9752,Kolkata,Treron_phoenicopterus,true
9752,Kolkata,Stigmatopelia_chinensis,false
9752,Kolkata,Stigmatopelia_senegalensis,false
26,Antioch,Patagioenas_fasciata,false
26,Antioch,Zenaida_macroura,true
795,Cleveland,Zenaida_macroura,true
1307,Jundiaí,Claravis_pretiosa,false
1307,Jundiaí,Columbina_talpacoti,true
1307,Jundiaí,Geotrygon_montana,false
1307,Jundiaí,Claravis_godefrida,false
1307,Jundiaí,Columbina_minuta,false
1307,Jundiaí,Columbina_squammata,false
1307,Jundiaí,Leptotila_rufaxilla,false
1307,Jundiaí,Leptotila_verreauxi,false
1307,Jundiaí,Patagioenas_cayennensis,false
1307,Jundiaí,Patagioenas_picazuro,true
1307,Jundiaí,Patagioenas_plumbea,false
1307,Jundiaí,Patagioenas_speciosa,false
1307,Jundiaí,Zenaida_auriculata,true
1307,Jundiaí,Geotrygon_violacea,false
5147,Hawassa,Oena_capensis,false
5147,Hawassa,Columba_arquatrix,false
5147,Hawassa,Streptopelia_decipiens,true
5147,Hawassa,Streptopelia_lugens,false
5147,Hawassa,Streptopelia_semitorquata,true
5147,Hawassa,Treron_waalia,false
5147,Hawassa,Turtur_chalcospilos,false
5147,Hawassa,Turtur_tympanistria,false
5147,Hawassa,Turtur_afer,false
5147,Hawassa,Aplopelia_larvata,false
5147,Hawassa,Columba_guinea,true
5147,Hawassa,Stigmatopelia_senegalensis,false
1820,Pamplona,Columba_livia,true
1820,Pamplona,Streptopelia_decaocto,true
1820,Pamplona,Columba_oenas,false
1820,Pamplona,Columba_palumbus,false
29,Bakersfield,Columbina_passerina,false
29,Bakersfield,Patagioenas_fasciata,false
29,Bakersfield,Zenaida_macroura,true
1053,Quebec,Zenaida_macroura,true
1821,Huddersfield,Columba_livia,true
1821,Huddersfield,Streptopelia_decaocto,true
1821,Huddersfield,Columba_oenas,false
1821,Huddersfield,Columba_palumbus,true
8733,Chennai,Columba_livia,true
8733,Chennai,Streptopelia_decaocto,false
8733,Chennai,Treron_phoenicopterus,false
8733,Chennai,Stigmatopelia_chinensis,false
8733,Chennai,Stigmatopelia_senegalensis,false
10015,Shillong,Treron_pompadora,false
10015,Shillong,Streptopelia_decaocto,false
10015,Shillong,Chalcophaps_indica,false
10015,Shillong,Streptopelia_tranquebarica,false
10015,Shillong,Treron_phoenicopterus,false
10015,Shillong,Ducula_aenea,false
10015,Shillong,Ducula_badia,false
10015,Shillong,Treron_apicauda,false
10015,Shillong,Macropygia_unchall,false
10015,Shillong,Stigmatopelia_chinensis,false
10015,Shillong,Streptopelia_orientalis,false
10015,Shillong,Treron_sphenurus,false
10015,Shillong,Treron_bicinctus,false
10015,Shillong,Treron_curvirostra,false
32,Palmdale,Columbina_passerina,false
32,Palmdale,Patagioenas_fasciata,false
32,Palmdale,Zenaida_macroura,true
544,Pereira,Columbina_talpacoti,true
544,Pereira,Geotrygon_montana,false
544,Pereira,Leptotila_plumbeiceps,false
544,Pereira,Leptotila_verreauxi,false
544,Pereira,Patagioenas_fasciata,false
544,Pereira,Patagioenas_cayennensis,true
544,Pereira,Patagioenas_subvinacea,false
544,Pereira,Zenaida_auriculata,true
544,Pereira,Geotrygon_frenata,false
289,Guatemala City,Columbina_passerina,true
289,Guatemala City,Columbina_inca,true
289,Guatemala City,Columbina_talpacoti,false
289,Guatemala City,Geotrygon_montana,false
289,Guatemala City,Zenaida_asiatica,true
289,Guatemala City,Claravis_mondetoura,false
289,Guatemala City,Leptotila_verreauxi,true
289,Guatemala City,Patagioenas_fasciata,false
289,Guatemala City,Geotrygon_albifacies,false
1825,Leeds,Columba_livia,true
1825,Leeds,Streptopelia_decaocto,true
1825,Leeds,Columba_oenas,true
1825,Leeds,Columba_palumbus,true
7969,Alappuzha,Columba_livia,true
7969,Alappuzha,Streptopelia_decaocto,false
7969,Alappuzha,Chalcophaps_indica,false
7969,Alappuzha,Treron_phoenicopterus,false
7969,Alappuzha,Ducula_aenea,false
7969,Alappuzha,Treron_pompadora,false
7969,Alappuzha,Treron_bicinctus,false
7969,Alappuzha,Stigmatopelia_chinensis,false
34,Stockton,Patagioenas_fasciata,false
34,Stockton,Zenaida_macroura,true
3362,Lviv,Columba_livia,true
3362,Lviv,Streptopelia_decaocto,true
7714,Thalassery,Columba_livia,true
7714,Thalassery,Streptopelia_decaocto,false
7714,Thalassery,Chalcophaps_indica,false
7714,Thalassery,Streptopelia_tranquebarica,false
7714,Thalassery,Treron_phoenicopterus,false
7714,Thalassery,Ducula_aenea,false
7714,Thalassery,Ducula_badia,false
7714,Thalassery,Treron_pompadora,false
7714,Thalassery,Treron_bicinctus,false
7714,Thalassery,Stigmatopelia_chinensis,false
11554,Singapore,Chalcophaps_indica,false
11554,Singapore,Streptopelia_tranquebarica,false
11554,Singapore,Treron_vernans,true
11554,Singapore,Ducula_bicolor,true
11554,Singapore,Ducula_aenea,false
11554,Singapore,Geopelia_striata,true
11554,Singapore,Ptilinopus_jambu,false
11554,Singapore,Stigmatopelia_chinensis,false
11554,Singapore,Treron_fulvicollis,false
11554,Singapore,Treron_capellei,false
11554,Singapore,Treron_curvirostra,false
11554,Singapore,Treron_olax,false
35,Modesto,Patagioenas_fasciata,false
35,Modesto,Zenaida_macroura,true
2339,Bonn,Streptopelia_decaocto,true
2339,Bonn,Columba_palumbus,true
5155,Addis Ababa,Oena_capensis,false
5155,Addis Ababa,Columba_albitorques,true
5155,Addis Ababa,Columba_arquatrix,false
5155,Addis Ababa,Streptopelia_lugens,true
5155,Addis Ababa,Streptopelia_semitorquata,true
5155,Addis Ababa,Turtur_afer,false
5155,Addis Ababa,Aplopelia_larvata,false
5155,Addis Ababa,Columba_guinea,true
5155,Addis Ababa,Stigmatopelia_senegalensis,false
2084,Palma de Mallorca,Streptopelia_decaocto,true
2084,Palma de Mallorca,Columba_palumbus,true
2084,Palma de Mallorca,Streptopelia_roseogrisea,false
549,Armenia,Columbina_talpacoti,true
549,Armenia,Geotrygon_montana,false
549,Armenia,Leptotila_verreauxi,false
549,Armenia,Patagioenas_fasciata,false
549,Armenia,Patagioenas_cayennensis,true
549,Armenia,Patagioenas_subvinacea,false
549,Armenia,Zenaida_auriculata,true
549,Armenia,Geotrygon_frenata,false
6693,Ahmedabad,Columba_livia,true
6693,Ahmedabad,Streptopelia_decaocto,true
6693,Ahmedabad,Streptopelia_tranquebarica,false
6693,Ahmedabad,Treron_phoenicopterus,true
6693,Ahmedabad,Stigmatopelia_chinensis,false
6693,Ahmedabad,Stigmatopelia_senegalensis,false
7973,Nagpur,Columba_livia,true
7973,Nagpur,Streptopelia_decaocto,false
7973,Nagpur,Streptopelia_tranquebarica,false
7973,Nagpur,Treron_phoenicopterus,true
7973,Nagpur,Streptopelia_orientalis,false
7973,Nagpur,Stigmatopelia_chinensis,false
7973,Nagpur,Stigmatopelia_senegalensis,false
10533,Kunming,Streptopelia_tranquebarica,false
10533,Kunming,Columba_hodgsonii,false
10533,Kunming,Treron_apicauda,false
10533,Kunming,Macropygia_unchall,false
10533,Kunming,Stigmatopelia_chinensis,false
10533,Kunming,Streptopelia_orientalis,false
10533,Kunming,Treron_sphenurus,false
1318,Praia Grande,Claravis_pretiosa,false
1318,Praia Grande,Columbina_talpacoti,true
1318,Praia Grande,Geotrygon_montana,false
1318,Praia Grande,Claravis_godefrida,false
1318,Praia Grande,Columbina_minuta,false
1318,Praia Grande,Leptotila_rufaxilla,false
1318,Praia Grande,Leptotila_verreauxi,false
1318,Praia Grande,Patagioenas_cayennensis,false
1318,Praia Grande,Patagioenas_picazuro,true
1318,Praia Grande,Patagioenas_plumbea,false
1318,Praia Grande,Patagioenas_speciosa,false
1318,Praia Grande,Zenaida_auriculata,false
1318,Praia Grande,Geotrygon_violacea,false
1574,Vigo,Streptopelia_decaocto,true
1574,Vigo,Columba_palumbus,true
1575,Porto,Streptopelia_decaocto,true
1575,Porto,Columba_palumbus,true
1576,Marrakesh,Columba_livia,true
1576,Marrakesh,Streptopelia_decaocto,true
1576,Marrakesh,Columba_oenas,false
2088,Lille,Columba_livia,true
2088,Lille,Streptopelia_decaocto,true
2088,Lille,Columba_oenas,false
2088,Lille,Columba_palumbus,true
3880,Durban,Oena_capensis,false
3880,Durban,Columba_arquatrix,false
3880,Durban,Columba_delegorguei,false
3880,Durban,Streptopelia_semitorquata,true
3880,Durban,Turtur_chalcospilos,false
3880,Durban,Turtur_tympanistria,true
3880,Durban,Aplopelia_larvata,false
3880,Durban,Columba_guinea,false
3880,Durban,Treron_calvus,false
3880,Durban,Stigmatopelia_senegalensis,false
3880,Durban,Streptopelia_capicola,true
6696,Bhavnagar,Columba_livia,true
6696,Bhavnagar,Streptopelia_decaocto,true
6696,Bhavnagar,Streptopelia_tranquebarica,false
6696,Bhavnagar,Treron_phoenicopterus,false
6696,Bhavnagar,Stigmatopelia_chinensis,false
6696,Bhavnagar,Stigmatopelia_senegalensis,false
10536,Xi'an,Streptopelia_decaocto,false
10536,Xi'an,Streptopelia_tranquebarica,false
10536,Xi'an,Stigmatopelia_chinensis,false
10536,Xi'an,Streptopelia_orientalis,true
13097,Sydney,Columba_livia,true
13097,Sydney,Streptopelia_decaocto,false
13097,Sydney,Chalcophaps_indica,false
13097,Sydney,Ptilinopus_magnificus,false
13097,Sydney,Phaps_chalcoptera,false
13097,Sydney,Phaps_elegans,false
13097,Sydney,Ptilinopus_superbus,false
13097,Sydney,Columba_leucomela,false
13097,Sydney,Geopelia_humeralis,false
13097,Sydney,Geopelia_placida,false
13097,Sydney,Leucosarcia_melanoleuca,false
13097,Sydney,Lopholaimus_antarcticus,false
13097,Sydney,Macropygia_phasianella,false
13097,Sydney,Ocyphaps_lophotes,true
13097,Sydney,Ptilinopus_regina,false
13097,Sydney,Stigmatopelia_chinensis,false
1068,Cuiabá,Claravis_pretiosa,false
1068,Cuiabá,Columbina_talpacoti,true
1068,Cuiabá,Geotrygon_montana,false
1068,Cuiabá,Patagioenas_speciosa,false
1068,Cuiabá,Columbina_cyanopis,false
1068,Cuiabá,Columbina_minuta,false
1068,Cuiabá,Columbina_picui,true
1068,Cuiabá,Columbina_squammata,true
1068,Cuiabá,Leptotila_rufaxilla,false
1068,Cuiabá,Leptotila_verreauxi,true
1068,Cuiabá,Patagioenas_cayennensis,true
1068,Cuiabá,Patagioenas_maculosa,false
1068,Cuiabá,Patagioenas_picazuro,false
1068,Cuiabá,Uropelia_campestris,false
1068,Cuiabá,Zenaida_auriculata,false
1836,Newcastle upon Tyne,Columba_livia,true
1836,Newcastle upon Tyne,Streptopelia_decaocto,true
1836,Newcastle upon Tyne,Columba_oenas,true
1836,Newcastle upon Tyne,Columba_palumbus,true
2860,Berlin,Columba_livia,true
2860,Berlin,Streptopelia_decaocto,false
557,Minneapolis [Saint Paul],Zenaida_macroura,true
1325,Santos,Claravis_pretiosa,false
1325,Santos,Columbina_talpacoti,true
1325,Santos,Geotrygon_montana,false
1325,Santos,Claravis_godefrida,false
1325,Santos,Columbina_minuta,false
1325,Santos,Leptotila_rufaxilla,false
1325,Santos,Leptotila_verreauxi,false
1325,Santos,Patagioenas_cayennensis,false
1325,Santos,Patagioenas_picazuro,true
1325,Santos,Patagioenas_plumbea,false
1325,Santos,Patagioenas_speciosa,false
1325,Santos,Zenaida_auriculata,true
1325,Santos,Geotrygon_violacea,false
6701,Ludhiana,Columba_livia,true
6701,Ludhiana,Streptopelia_decaocto,true
6701,Ludhiana,Streptopelia_tranquebarica,false
6701,Ludhiana,Treron_phoenicopterus,true
6701,Ludhiana,Stigmatopelia_chinensis,false
6701,Ludhiana,Stigmatopelia_senegalensis,false
7725,Amravati,Columba_livia,true
7725,Amravati,Streptopelia_decaocto,true
7725,Amravati,Streptopelia_tranquebarica,false
7725,Amravati,Treron_phoenicopterus,true
7725,Amravati,Stigmatopelia_chinensis,false
7725,Amravati,Stigmatopelia_senegalensis,false
12333,Hong Kong,Chalcophaps_indica,false
12333,Hong Kong,Streptopelia_tranquebarica,false
12333,Hong Kong,Stigmatopelia_chinensis,false
12333,Hong Kong,Streptopelia_orientalis,false
12333,Hong Kong,Treron_sieboldii,false
46,Fresno,Patagioenas_fasciata,false
46,Fresno,Zenaida_macroura,true
302,Cobán,Columbina_inca,false
302,Cobán,Columbina_talpacoti,false
302,Cobán,Geotrygon_montana,false
302,Cobán,Zenaida_asiatica,false
302,Cobán,Claravis_mondetoura,false
302,Cobán,Leptotila_verreauxi,false
302,Cobán,Patagioenas_fasciata,false
302,Cobán,Patagioenas_nigrirostris,false
302,Cobán,Geotrygon_albifacies,false
302,Cobán,Leptotila_plumbeiceps,false
559,Miami,Columbina_passerina,false
559,Miami,Zenaida_asiatica,true
559,Miami,Patagioenas_leucocephala,false
559,Miami,Zenaida_macroura,true
559,Miami,Streptopelia_roseogrisea,false
1840,Coventry,Columba_livia,true
1840,Coventry,Streptopelia_decaocto,true
1840,Coventry,Columba_oenas,true
1840,Coventry,Columba_palumbus,true
49,Sacramento,Patagioenas_fasciata,false
49,Sacramento,Zenaida_macroura,true
1329,Sao Jose dos Campos,Claravis_pretiosa,false
1329,Sao Jose dos Campos,Columbina_talpacoti,true
1329,Sao Jose dos Campos,Geotrygon_montana,false
1329,Sao Jose dos Campos,Claravis_godefrida,false
1329,Sao Jose dos Campos,Columbina_minuta,false
1329,Sao Jose dos Campos,Leptotila_rufaxilla,false
1329,Sao Jose dos Campos,Leptotila_verreauxi,false
1329,Sao Jose dos Campos,Patagioenas_cayennensis,false
1329,Sao Jose dos Campos,Patagioenas_picazuro,true
1329,Sao Jose dos Campos,Patagioenas_plumbea,false
1329,Sao Jose dos Campos,Patagioenas_speciosa,false
1329,Sao Jose dos Campos,Zenaida_auriculata,true
1329,Sao Jose dos Campos,Geotrygon_violacea,false
1841,Southampton,Columba_livia,true
1841,Southampton,Streptopelia_decaocto,true
1841,Southampton,Columba_oenas,true
1841,Southampton,Columba_palumbus,true
562,Atlanta,Zenaida_macroura,true
11314,Siem Reap,Treron_pompadora,false
11314,Siem Reap,Streptopelia_tranquebarica,true
11314,Siem Reap,Treron_phoenicopterus,false
11314,Siem Reap,Treron_vernans,false
11314,Siem Reap,Ducula_aenea,false
11314,Siem Reap,Stigmatopelia_chinensis,false
5939,Abu Dhabi,Columba_livia,true
5939,Abu Dhabi,Oena_capensis,false
5939,Abu Dhabi,Streptopelia_decaocto,true
5939,Abu Dhabi,Stigmatopelia_senegalensis,false
564,Medellín,Claravis_pretiosa,false
564,Medellín,Columbina_talpacoti,true
564,Medellín,Geotrygon_montana,false
564,Medellín,Leptotila_verreauxi,false
564,Medellín,Patagioenas_fasciata,false
564,Medellín,Patagioenas_cayennensis,false
564,Medellín,Patagioenas_plumbea,false
564,Medellín,Patagioenas_subvinacea,false
564,Medellín,Zenaida_auriculata,true
1844,Sheffield,Columba_livia,true
1844,Sheffield,Streptopelia_decaocto,true
1844,Sheffield,Columba_oenas,false
1844,Sheffield,Columba_palumbus,true
821,Santo Domingo,Columbina_passerina,true
821,Santo Domingo,Geotrygon_montana,false
821,Santo Domingo,Zenaida_asiatica,true
821,Santo Domingo,Geotrygon_chrysia,false
821,Santo Domingo,Patagioenas_inornata,false
821,Santo Domingo,Patagioenas_leucocephala,false
821,Santo Domingo,Patagioenas_squamosa,false
821,Santo Domingo,Zenaida_aurita,false
821,Santo Domingo,Zenaida_macroura,true
1334,Taubaté,Claravis_pretiosa,false
1334,Taubaté,Columbina_talpacoti,true
1334,Taubaté,Geotrygon_montana,false
1334,Taubaté,Claravis_godefrida,false
1334,Taubaté,Columbina_minuta,false
1334,Taubaté,Leptotila_rufaxilla,false
1334,Taubaté,Leptotila_verreauxi,false
1334,Taubaté,Patagioenas_cayennensis,false
1334,Taubaté,Patagioenas_picazuro,true
1334,Taubaté,Patagioenas_plumbea,false
1334,Taubaté,Patagioenas_speciosa,false
1334,Taubaté,Zenaida_auriculata,true
1334,Taubaté,Geotrygon_violacea,false
8502,Tiruchirappalli,Columba_livia,true
8502,Tiruchirappalli,Streptopelia_decaocto,false
8502,Tiruchirappalli,Treron_phoenicopterus,false
8502,Tiruchirappalli,Ducula_aenea,false
8502,Tiruchirappalli,Treron_bicinctus,false
8502,Tiruchirappalli,Stigmatopelia_chinensis,false
8502,Tiruchirappalli,Stigmatopelia_senegalensis,false
1079,Asuncion,Claravis_pretiosa,false
1079,Asuncion,Columbina_talpacoti,true
1079,Asuncion,Geotrygon_montana,false
1079,Asuncion,Columbina_minuta,false
1079,Asuncion,Columbina_picui,true
1079,Asuncion,Columbina_squammata,false
1079,Asuncion,Leptotila_rufaxilla,false
1079,Asuncion,Leptotila_verreauxi,true
1079,Asuncion,Patagioenas_cayennensis,true
1079,Asuncion,Patagioenas_maculosa,false
1079,Asuncion,Patagioenas_picazuro,true
1079,Asuncion,Zenaida_auriculata,false
56,Indio,Columbina_passerina,false
56,Indio,Zenaida_macroura,true
824,Pittsburgh,Zenaida_macroura,true
7480,Bareilly,Columba_livia,true
7480,Bareilly,Streptopelia_decaocto,true
7480,Bareilly,Streptopelia_tranquebarica,false
7480,Bareilly,Treron_phoenicopterus,true
7480,Bareilly,Stigmatopelia_chinensis,false
7480,Bareilly,Stigmatopelia_senegalensis,false
57,Mexicali,Columbina_passerina,false
57,Mexicali,Zenaida_asiatica,false
57,Mexicali,Patagioenas_fasciata,false
57,Mexicali,Zenaida_macroura,true
569,Manizales,Claravis_pretiosa,false
569,Manizales,Columbina_talpacoti,true
569,Manizales,Geotrygon_montana,false
569,Manizales,Leptotila_verreauxi,false
569,Manizales,Patagioenas_fasciata,true
569,Manizales,Patagioenas_cayennensis,false
569,Manizales,Patagioenas_subvinacea,false
569,Manizales,Zenaida_auriculata,true
569,Manizales,Geotrygon_frenata,false
5945,Dubai,Columba_livia,true
5945,Dubai,Oena_capensis,false
5945,Dubai,Streptopelia_decaocto,true
5945,Dubai,Stigmatopelia_senegalensis,false
826,Valencia,Columbina_passerina,false
826,Valencia,Claravis_pretiosa,false
826,Valencia,Columbina_talpacoti,true
826,Valencia,Geotrygon_montana,false
826,Valencia,Patagioenas_speciosa,false
826,Valencia,Claravis_mondetoura,false
